Algorithm,ExecuteTime,ExploredCells,TotalPath,ShortestPath,Length,MapType,Success
AStar,0.0010018348693847656,8,15,11,10,IdealMap,True
depthFirst,0.0,13,13,12,10,BaseMap,True
breadthFirst,0.001016855239868164,29,29,7,10,BaseMap,True
bestFirst,0.0009791851043701172,12,12,11,10,BaseMap,True
greedyBestFirst,0.0,10,10,8,10,BaseMap,True
AStar,0.0012598037719726562,10,10,8,10,BaseMap,True
depthFirst,0.0,10,10,11,10,ParabolicMap,True
breadthFirst,0.0025246143341064453,88,88,7,10,ParabolicMap,True
bestFirst,0.001008749008178711,10,10,11,10,ParabolicMap,True
greedyBestFirst,0.00103759765625,11,11,11,10,ParabolicMap,True
AStar,0.001035928726196289,11,11,11,10,ParabolicMap,True
depthFirst,0.0,9,17,18,10,VaryingMap,True
breadthFirst,0.001033782958984375,87,172,19,10,VaryingMap,True
bestFirst,0.0010275840759277344,46,55,14,10,VaryingMap,True
greedyBestFirst,0.0,10,21,21,10,VaryingMap,True
AStar,0.0009906291961669922,14,17,18,10,VaryingMap,True
depthFirst,0.0,10,10,11,10,LimitMap,True
breadthFirst,0.0,45,45,10,10,LimitMap,True
bestFirst,0.0,20,20,12,10,LimitMap,True
greedyBestFirst,0.0,9,9,10,10,LimitMap,True
AStar,0.0,9,9,10,10,LimitMap,True
depthFirst,0.0,15,32,27,10,IdealMap,True
breadthFirst,0.002002716064453125,169,328,19,10,IdealMap,True
bestFirst,0.0025222301483154297,101,140,12,10,IdealMap,True
greedyBestFirst,0.001010894775390625,11,22,18,10,IdealMap,True
AStar,0.0,10,15,15,10,IdealMap,True
depthFirst,0.0020825862884521484,18,18,17,10,BaseMap,True
breadthFirst,0.0,48,48,10,10,BaseMap,True
bestFirst,0.001032114028930664,18,18,17,10,BaseMap,True
greedyBestFirst,0.0,11,11,11,10,BaseMap,True
AStar,0.0,11,11,11,10,BaseMap,True
depthFirst,0.0,18,18,19,10,ParabolicMap,True
breadthFirst,0.005871772766113281,127,127,10,10,ParabolicMap,True
bestFirst,0.0014014244079589844,18,18,19,10,ParabolicMap,True
greedyBestFirst,0.0012097358703613281,12,12,12,10,ParabolicMap,True
AStar,0.0010356903076171875,12,12,12,10,ParabolicMap,True
depthFirst,0.0011069774627685547,8,14,15,10,VaryingMap,True
breadthFirst,0.0,68,134,17,10,VaryingMap,True
bestFirst,0.0011386871337890625,32,32,9,10,VaryingMap,True
greedyBestFirst,0.0,10,15,15,10,VaryingMap,True
AStar,0.0,11,16,15,10,VaryingMap,True
depthFirst,0.0,19,19,17,10,LimitMap,True
breadthFirst,0.0,28,28,8,10,LimitMap,True
bestFirst,0.0,10,10,11,10,LimitMap,True
greedyBestFirst,0.0,8,8,8,10,LimitMap,True
AStar,0.0,8,8,8,10,LimitMap,True
depthFirst,0.0,12,21,24,10,IdealMap,True
breadthFirst,0.003561258316040039,148,284,15,10,IdealMap,True
bestFirst,0.0023355484008789062,43,50,11,10,IdealMap,True
greedyBestFirst,0.0,8,15,17,10,IdealMap,True
AStar,0.0,7,8,11,10,IdealMap,True
depthFirst,0.0,8,8,9,10,BaseMap,True
breadthFirst,0.0,28,28,6,10,BaseMap,True
bestFirst,0.0,8,8,9,10,BaseMap,True
greedyBestFirst,0.0010058879852294922,9,9,9,10,BaseMap,True
AStar,0.0009884834289550781,9,9,9,10,BaseMap,True
depthFirst,0.0010061264038085938,17,17,18,10,ParabolicMap,True
breadthFirst,0.003515005111694336,134,134,10,10,ParabolicMap,True
bestFirst,0.002004861831665039,17,17,18,10,ParabolicMap,True
greedyBestFirst,0.002103090286254883,15,15,13,10,ParabolicMap,True
AStar,0.0019991397857666016,15,15,13,10,ParabolicMap,True
depthFirst,0.0,7,15,16,10,VaryingMap,True
breadthFirst,0.0012447834014892578,69,135,16,10,VaryingMap,True
bestFirst,0.0,31,31,12,10,VaryingMap,True
greedyBestFirst,0.0010247230529785156,9,21,22,10,VaryingMap,True
AStar,0.0009770393371582031,9,13,11,10,VaryingMap,True
depthFirst,0.0,18,18,14,10,LimitMap,True
breadthFirst,0.0,37,37,9,10,LimitMap,True
bestFirst,0.0,18,18,17,10,LimitMap,True
greedyBestFirst,0.0,8,8,9,10,LimitMap,True
AStar,0.0009982585906982422,8,8,9,10,LimitMap,True
depthFirst,0.0,30,58,20,10,IdealMap,True
breadthFirst,0.0021126270294189453,155,317,19,10,IdealMap,True
bestFirst,0.0020012855529785156,135,218,16,10,IdealMap,True
greedyBestFirst,0.0,12,25,20,10,IdealMap,True
AStar,0.0,15,25,22,10,IdealMap,True
depthFirst,0.0,14,14,15,10,BaseMap,True
breadthFirst,0.0010180473327636719,44,44,9,10,BaseMap,True
bestFirst,0.0,15,15,13,10,BaseMap,True
greedyBestFirst,0.0010156631469726562,13,13,12,10,BaseMap,True
AStar,0.0,13,13,12,10,BaseMap,True
depthFirst,0.0009791851043701172,14,14,15,10,ParabolicMap,True
breadthFirst,0.002001523971557617,91,91,8,10,ParabolicMap,True
bestFirst,0.0010023117065429688,14,14,15,10,ParabolicMap,True
greedyBestFirst,0.0010762214660644531,11,11,10,10,ParabolicMap,True
AStar,0.0010454654693603516,11,11,10,10,ParabolicMap,True
depthFirst,0.001001119613647461,7,13,15,10,VaryingMap,True
breadthFirst,0.0009999275207519531,51,92,14,10,VaryingMap,True
bestFirst,0.0005109310150146484,26,26,11,10,VaryingMap,True
greedyBestFirst,0.0,8,16,17,10,VaryingMap,True
AStar,0.0010178089141845703,11,13,13,10,VaryingMap,True
depthFirst,0.0,18,18,16,10,LimitMap,True
breadthFirst,0.0,25,25,7,10,LimitMap,True
bestFirst,0.0,6,6,7,10,LimitMap,True
greedyBestFirst,0.0,7,7,7,10,LimitMap,True
AStar,0.0,7,7,7,10,LimitMap,True
depthFirst,0.0010068416595458984,23,45,31,10,IdealMap,True
breadthFirst,0.0009882450103759766,155,298,16,10,IdealMap,True
bestFirst,0.004065036773681641,176,321,19,10,IdealMap,True
greedyBestFirst,0.0,11,22,20,10,IdealMap,True
AStar,0.0010411739349365234,14,24,18,10,IdealMap,True
depthFirst,0.0010538101196289062,14,14,15,10,BaseMap,True
breadthFirst,0.0,40,40,8,10,BaseMap,True
bestFirst,0.0,14,14,15,10,BaseMap,True
greedyBestFirst,0.0020012855529785156,9,9,9,10,BaseMap,True
AStar,0.0025184154510498047,9,9,9,10,BaseMap,True
depthFirst,0.0,10,10,11,10,ParabolicMap,True
breadthFirst,0.0012645721435546875,67,67,7,10,ParabolicMap,True
bestFirst,0.0011217594146728516,10,10,11,10,ParabolicMap,True
greedyBestFirst,0.0,10,10,8,10,ParabolicMap,True
AStar,0.0,10,10,8,10,ParabolicMap,True
depthFirst,0.0,5,10,12,10,VaryingMap,True
breadthFirst,0.0009975433349609375,43,84,11,10,VaryingMap,True
bestFirst,0.0,17,17,8,10,VaryingMap,True
greedyBestFirst,0.000997781753540039,7,15,18,10,VaryingMap,True
AStar,0.0,10,13,13,10,VaryingMap,True
depthFirst,0.0010013580322265625,16,16,16,10,LimitMap,True
breadthFirst,0.0,35,35,9,10,LimitMap,True
bestFirst,0.0010027885437011719,17,17,15,10,LimitMap,True
greedyBestFirst,0.0,12,12,9,10,LimitMap,True
AStar,0.0005133152008056641,12,12,9,10,LimitMap,True
depthFirst,0.0,13,24,23,10,IdealMap,True
breadthFirst,0.0020284652709960938,118,232,18,10,IdealMap,True
bestFirst,0.002003908157348633,87,113,17,10,IdealMap,True
greedyBestFirst,0.0,11,22,22,10,IdealMap,True
AStar,0.001092672348022461,10,12,12,10,IdealMap,True
depthFirst,0.0,9,9,8,10,BaseMap,True
breadthFirst,0.0,23,23,6,10,BaseMap,True
bestFirst,0.0,9,9,9,10,BaseMap,True
greedyBestFirst,0.0,8,8,8,10,BaseMap,True
AStar,0.0,8,8,8,10,BaseMap,True
depthFirst,0.0009980201721191406,10,10,11,10,ParabolicMap,True
breadthFirst,0.00101470947265625,70,70,7,10,ParabolicMap,True
bestFirst,0.0,10,10,11,10,ParabolicMap,True
greedyBestFirst,0.0009987354278564453,12,12,10,10,ParabolicMap,True
AStar,0.002078533172607422,12,12,10,10,ParabolicMap,True
depthFirst,0.0,9,18,19,10,VaryingMap,True
breadthFirst,0.0020165443420410156,82,158,18,10,VaryingMap,True
bestFirst,0.0011529922485351562,36,36,10,10,VaryingMap,True
greedyBestFirst,0.0,11,15,15,10,VaryingMap,True
AStar,0.0010449886322021484,15,15,13,10,VaryingMap,True
depthFirst,0.0,16,16,15,10,LimitMap,True
breadthFirst,0.0,41,41,10,10,LimitMap,True
bestFirst,0.0,15,15,14,10,LimitMap,True
greedyBestFirst,0.0,11,11,11,10,LimitMap,True
AStar,0.0,11,11,11,10,LimitMap,True
depthFirst,0.0010008811950683594,84,187,28,10,IdealMap,True
breadthFirst,0.0,64,123,10,10,IdealMap,True
bestFirst,0.000997304916381836,86,134,10,10,IdealMap,True
greedyBestFirst,0.0,6,13,16,10,IdealMap,True
AStar,0.0011386871337890625,8,16,19,10,IdealMap,True
depthFirst,0.001573324203491211,11,11,11,10,BaseMap,True
breadthFirst,0.0,36,36,8,10,BaseMap,True
bestFirst,0.0009415149688720703,11,11,11,10,BaseMap,True
greedyBestFirst,0.0,7,7,8,10,BaseMap,True
AStar,0.0,7,7,8,10,BaseMap,True
depthFirst,0.0009999275207519531,12,12,13,10,ParabolicMap,True
breadthFirst,0.0020155906677246094,101,101,8,10,ParabolicMap,True
bestFirst,0.0009965896606445312,12,12,13,10,ParabolicMap,True
greedyBestFirst,0.0009982585906982422,17,17,12,10,ParabolicMap,True
AStar,0.001071929931640625,17,17,12,10,ParabolicMap,True
depthFirst,0.0,6,11,14,10,VaryingMap,True
breadthFirst,0.0,41,74,13,10,VaryingMap,True
bestFirst,0.0010323524475097656,21,21,8,10,VaryingMap,True
greedyBestFirst,0.0,8,15,14,10,VaryingMap,True
AStar,0.0,11,15,10,10,VaryingMap,True
depthFirst,0.0,15,15,12,10,LimitMap,True
breadthFirst,0.0,41,41,10,10,LimitMap,True
bestFirst,0.0009996891021728516,16,16,14,10,LimitMap,True
greedyBestFirst,0.0,9,9,10,10,LimitMap,True
AStar,0.0,9,9,10,10,LimitMap,True
depthFirst,0.0,78,149,51,10,IdealMap,True
breadthFirst,0.0009996891021728516,150,293,14,10,IdealMap,True
bestFirst,0.0012891292572021484,65,85,14,10,IdealMap,True
greedyBestFirst,0.0,10,15,16,10,IdealMap,True
AStar,0.0,11,13,14,10,IdealMap,True
depthFirst,0.0,11,11,11,10,BaseMap,True
breadthFirst,0.0015060901641845703,28,28,7,10,BaseMap,True
bestFirst,0.0001266002655029297,10,10,10,10,BaseMap,True
greedyBestFirst,0.0,7,7,8,10,BaseMap,True
AStar,0.0,7,7,8,10,BaseMap,True
depthFirst,0.0008804798126220703,14,14,15,10,ParabolicMap,True
breadthFirst,0.0019998550415039062,92,92,8,10,ParabolicMap,True
bestFirst,0.0009999275207519531,14,14,15,10,ParabolicMap,True
greedyBestFirst,0.0,10,10,10,10,ParabolicMap,True
AStar,0.0,10,10,10,10,ParabolicMap,True
depthFirst,0.0,10,14,17,10,VaryingMap,True
breadthFirst,0.0,94,178,14,10,VaryingMap,True
bestFirst,0.002085447311401367,41,41,11,10,VaryingMap,True
greedyBestFirst,0.0,9,17,18,10,VaryingMap,True
AStar,7.033348083496094e-05,15,18,16,10,VaryingMap,True
depthFirst,0.0,9,9,7,10,LimitMap,True
breadthFirst,0.0,24,24,7,10,LimitMap,True
bestFirst,0.0,10,10,9,10,LimitMap,True
greedyBestFirst,0.0,12,12,8,10,LimitMap,True
AStar,0.0,12,12,8,10,LimitMap,True
depthFirst,0.0,61,128,38,10,IdealMap,True
breadthFirst,0.0010042190551757812,125,253,16,10,IdealMap,True
bestFirst,0.000978231430053711,101,156,25,10,IdealMap,True
greedyBestFirst,0.0,8,19,21,10,IdealMap,True
AStar,0.001016855239868164,8,17,17,10,IdealMap,True
depthFirst,0.0,9,9,10,10,BaseMap,True
breadthFirst,0.0,26,26,6,10,BaseMap,True
bestFirst,0.0,9,9,10,10,BaseMap,True
greedyBestFirst,0.0,6,6,7,10,BaseMap,True
AStar,0.0,6,6,7,10,BaseMap,True
depthFirst,0.0,13,13,13,10,ParabolicMap,True
breadthFirst,0.0019989013671875,67,67,7,10,ParabolicMap,True
bestFirst,0.0,12,12,13,10,ParabolicMap,True
greedyBestFirst,0.0010237693786621094,13,13,10,10,ParabolicMap,True
AStar,0.0009927749633789062,13,13,10,10,ParabolicMap,True
depthFirst,0.0,7,14,15,10,VaryingMap,True
breadthFirst,0.0,47,90,14,10,VaryingMap,True
bestFirst,0.0009832382202148438,21,21,9,10,VaryingMap,True
greedyBestFirst,0.0,7,13,12,10,VaryingMap,True
AStar,0.0,12,17,12,10,VaryingMap,True
depthFirst,0.0,8,8,9,10,LimitMap,True
breadthFirst,0.0010025501251220703,33,33,8,10,LimitMap,True
bestFirst,0.0,13,13,13,10,LimitMap,True
greedyBestFirst,0.0,13,13,12,10,LimitMap,True
AStar,0.0,13,13,12,10,LimitMap,True
depthFirst,0.0,58,116,32,10,IdealMap,True
breadthFirst,0.0009984970092773438,73,151,13,10,IdealMap,True
bestFirst,0.0,43,66,12,10,IdealMap,True
greedyBestFirst,0.0011718273162841797,23,48,13,10,IdealMap,True
AStar,0.0,32,61,13,10,IdealMap,True
depthFirst,0.0009961128234863281,12,12,12,10,BaseMap,True
breadthFirst,0.0,39,39,8,10,BaseMap,True
bestFirst,0.0,13,13,13,10,BaseMap,True
greedyBestFirst,0.0,7,7,8,10,BaseMap,True
AStar,0.0005075931549072266,7,7,8,10,BaseMap,True
depthFirst,0.0,10,10,11,10,ParabolicMap,True
breadthFirst,0.0020186901092529297,50,50,6,10,ParabolicMap,True
bestFirst,0.0005550384521484375,10,10,11,10,ParabolicMap,True
greedyBestFirst,0.0,7,7,7,10,ParabolicMap,True
AStar,0.0,7,7,7,10,ParabolicMap,True
depthFirst,0.001049041748046875,7,10,13,10,VaryingMap,True
breadthFirst,0.0,59,110,18,10,VaryingMap,True
bestFirst,0.0009970664978027344,27,27,10,10,VaryingMap,True
greedyBestFirst,0.0,13,20,18,10,VaryingMap,True
AStar,0.0009999275207519531,13,15,13,10,VaryingMap,True
depthFirst,0.0,9,9,10,10,LimitMap,True
breadthFirst,0.0,41,41,10,10,LimitMap,True
bestFirst,0.0,15,15,15,10,LimitMap,True
greedyBestFirst,0.0,11,11,11,10,LimitMap,True
AStar,0.0,11,11,11,10,LimitMap,True
depthFirst,0.0009992122650146484,114,229,9,10,IdealMap,True
breadthFirst,0.0010008811950683594,62,124,11,10,IdealMap,True
bestFirst,0.0,32,40,9,10,IdealMap,True
greedyBestFirst,0.0,5,8,9,10,IdealMap,True
AStar,0.0,20,30,9,10,IdealMap,True
depthFirst,0.0,15,15,16,10,BaseMap,True
breadthFirst,0.0,45,45,9,10,BaseMap,True
bestFirst,0.0,14,14,15,10,BaseMap,True
greedyBestFirst,0.0,11,11,12,10,BaseMap,True
AStar,0.0,11,11,12,10,BaseMap,True
depthFirst,0.0009999275207519531,16,16,17,10,ParabolicMap,True
breadthFirst,0.0025298595428466797,118,118,9,10,ParabolicMap,True
bestFirst,0.0009999275207519531,16,16,17,10,ParabolicMap,True
greedyBestFirst,0.0009989738464355469,13,13,13,10,ParabolicMap,True
AStar,0.0011959075927734375,13,13,13,10,ParabolicMap,True
depthFirst,0.0,9,18,21,10,VaryingMap,True
breadthFirst,0.0009968280792236328,90,170,15,10,VaryingMap,True
bestFirst,0.0010013580322265625,40,40,11,10,VaryingMap,True
greedyBestFirst,0.0,9,15,18,10,VaryingMap,True
AStar,0.0010263919830322266,14,16,15,10,VaryingMap,True
depthFirst,0.0,11,11,10,10,LimitMap,True
breadthFirst,0.0,43,43,10,10,LimitMap,True
bestFirst,0.0,10,10,11,10,LimitMap,True
greedyBestFirst,0.0009741783142089844,11,11,10,10,LimitMap,True
AStar,0.0,11,11,10,10,LimitMap,True
depthFirst,0.0,12,30,28,10,IdealMap,True
breadthFirst,0.0011782646179199219,133,259,17,10,IdealMap,True
bestFirst,0.003002643585205078,116,170,26,10,IdealMap,True
greedyBestFirst,8.916854858398438e-05,7,17,20,10,IdealMap,True
AStar,0.0,10,19,19,10,IdealMap,True
depthFirst,0.0,13,13,14,10,BaseMap,True
breadthFirst,0.0,43,43,9,10,BaseMap,True
bestFirst,0.0,13,13,14,10,BaseMap,True
greedyBestFirst,0.0,11,11,10,10,BaseMap,True
AStar,0.0,11,11,10,10,BaseMap,True
depthFirst,0.0,10,10,11,10,ParabolicMap,True
breadthFirst,0.0009665489196777344,52,52,6,10,ParabolicMap,True
bestFirst,0.0,10,10,11,10,ParabolicMap,True
greedyBestFirst,0.0,8,8,8,10,ParabolicMap,True
AStar,0.0,8,8,8,10,ParabolicMap,True
depthFirst,0.0,7,10,11,10,VaryingMap,True
breadthFirst,0.0010142326354980469,55,103,11,10,VaryingMap,True
bestFirst,0.0009984970092773438,24,24,8,10,VaryingMap,True
greedyBestFirst,0.0,7,11,11,10,VaryingMap,True
AStar,0.0,7,11,11,10,VaryingMap,True
depthFirst,0.0,14,14,15,10,LimitMap,True
breadthFirst,0.0,22,22,6,10,LimitMap,True
bestFirst,0.0,15,15,15,10,LimitMap,True
greedyBestFirst,0.001012563705444336,6,6,7,10,LimitMap,True
AStar,0.0,6,6,7,10,LimitMap,True
depthFirst,0.0,54,106,53,10,IdealMap,True
breadthFirst,0.0010051727294921875,61,118,14,10,IdealMap,True
bestFirst,0.0010273456573486328,42,60,13,10,IdealMap,True
greedyBestFirst,0.0,5,11,14,10,IdealMap,True
AStar,0.0,6,9,11,10,IdealMap,True
depthFirst,0.0,11,11,12,10,BaseMap,True
breadthFirst,0.0,36,36,8,10,BaseMap,True
bestFirst,0.0,12,12,12,10,BaseMap,True
greedyBestFirst,0.0,7,7,8,10,BaseMap,True
AStar,0.0,7,7,8,10,BaseMap,True
depthFirst,0.0,14,14,15,10,ParabolicMap,True
breadthFirst,0.001477956771850586,92,92,8,10,ParabolicMap,True
bestFirst,0.001512289047241211,14,14,15,10,ParabolicMap,True
greedyBestFirst,0.0010166168212890625,15,15,12,10,ParabolicMap,True
AStar,0.0009932518005371094,15,15,12,10,ParabolicMap,True
depthFirst,0.0,11,18,19,10,VaryingMap,True
breadthFirst,0.0010056495666503906,88,167,17,10,VaryingMap,True
bestFirst,0.0,40,40,11,10,VaryingMap,True
greedyBestFirst,0.0,11,17,18,10,VaryingMap,True
AStar,0.0,15,22,16,10,VaryingMap,True
depthFirst,0.0,16,16,11,10,LimitMap,True
breadthFirst,0.0,42,42,10,10,LimitMap,True
bestFirst,0.0,10,10,11,10,LimitMap,True
greedyBestFirst,0.0,10,10,10,10,LimitMap,True
AStar,0.0,10,10,10,10,LimitMap,True
depthFirst,0.002002716064453125,141,287,25,10,IdealMap,True
breadthFirst,0.0010573863983154297,97,188,10,10,IdealMap,True
bestFirst,0.0,61,75,10,10,IdealMap,True
greedyBestFirst,0.0010645389556884766,7,14,13,10,IdealMap,True
AStar,0.0,7,9,10,10,IdealMap,True
depthFirst,0.0,10,10,11,10,BaseMap,True
breadthFirst,0.0,35,35,7,10,BaseMap,True
bestFirst,0.0010561943054199219,10,10,11,10,BaseMap,True
greedyBestFirst,0.0,12,12,8,10,BaseMap,True
AStar,0.0010616779327392578,12,12,8,10,BaseMap,True
depthFirst,0.0005106925964355469,10,10,11,10,ParabolicMap,True
breadthFirst,0.0,54,54,6,10,ParabolicMap,True
bestFirst,0.0010385513305664062,10,10,11,10,ParabolicMap,True
greedyBestFirst,0.0009965896606445312,18,18,9,10,ParabolicMap,True
AStar,0.0009732246398925781,18,18,9,10,ParabolicMap,True
depthFirst,0.0,6,11,13,10,VaryingMap,True
breadthFirst,0.001001119613647461,38,71,12,10,VaryingMap,True
bestFirst,0.0,21,21,7,10,VaryingMap,True
greedyBestFirst,0.0,8,15,13,10,VaryingMap,True
AStar,0.0,9,12,11,10,VaryingMap,True
depthFirst,0.0,8,8,9,10,LimitMap,True
breadthFirst,0.0,36,36,9,10,LimitMap,True
bestFirst,0.0,9,9,10,10,LimitMap,True
greedyBestFirst,0.0,10,10,9,10,LimitMap,True
AStar,0.0,10,10,9,10,LimitMap,True
depthFirst,0.0019996166229248047,130,243,15,10,IdealMap,True
breadthFirst,0.0,71,134,12,10,IdealMap,True
bestFirst,0.002078533172607422,85,112,10,10,IdealMap,True
greedyBestFirst,0.0,6,15,17,10,IdealMap,True
AStar,0.0009284019470214844,6,11,12,10,IdealMap,True
depthFirst,0.0,10,10,11,10,BaseMap,True
breadthFirst,0.0,33,33,7,10,BaseMap,True
bestFirst,0.0,10,10,11,10,BaseMap,True
greedyBestFirst,0.0,6,6,7,10,BaseMap,True
AStar,0.0,6,6,7,10,BaseMap,True
depthFirst,0.0010039806365966797,14,14,15,10,ParabolicMap,True
breadthFirst,0.004470348358154297,122,122,9,10,ParabolicMap,True
bestFirst,0.0009953975677490234,14,14,15,10,ParabolicMap,True
greedyBestFirst,0.0021364688873291016,17,17,14,10,ParabolicMap,True
AStar,0.0019974708557128906,17,17,14,10,ParabolicMap,True
depthFirst,0.0,7,12,14,10,VaryingMap,True
breadthFirst,0.0009961128234863281,54,105,16,10,VaryingMap,True
bestFirst,0.001001596450805664,24,24,8,10,VaryingMap,True
greedyBestFirst,0.0,8,15,15,10,VaryingMap,True
AStar,0.0010471343994140625,9,11,12,10,VaryingMap,True
depthFirst,0.0,7,7,6,10,LimitMap,True
breadthFirst,0.0,22,22,6,10,LimitMap,True
bestFirst,0.0,6,6,6,10,LimitMap,True
greedyBestFirst,0.0,5,5,6,10,LimitMap,True
AStar,0.0010418891906738281,5,5,6,10,LimitMap,True
depthFirst,0.0,5,11,14,10,IdealMap,True
breadthFirst,0.0,85,167,12,10,IdealMap,True
bestFirst,0.005003929138183594,184,347,12,10,IdealMap,True
greedyBestFirst,0.0,5,11,14,10,IdealMap,True
AStar,0.0,5,11,14,10,IdealMap,True
depthFirst,0.0,19,19,17,10,BaseMap,True
breadthFirst,0.0,55,55,10,10,BaseMap,True
bestFirst,0.0012502670288085938,18,18,17,10,BaseMap,True
greedyBestFirst,0.0,11,11,12,10,BaseMap,True
AStar,0.001009225845336914,11,11,12,10,BaseMap,True
depthFirst,0.0,10,10,11,10,ParabolicMap,True
breadthFirst,0.0009913444519042969,61,61,6,10,ParabolicMap,True
bestFirst,0.001004934310913086,10,10,11,10,ParabolicMap,True
greedyBestFirst,0.0,9,9,9,10,ParabolicMap,True
AStar,0.0,9,9,9,10,ParabolicMap,True
depthFirst,0.0,10,21,23,10,VaryingMap,True
breadthFirst,0.0009999275207519531,92,181,16,10,VaryingMap,True
bestFirst,0.0,40,40,14,10,VaryingMap,True
greedyBestFirst,0.0015184879302978516,13,29,29,10,VaryingMap,True
AStar,0.00013589859008789062,17,23,19,10,VaryingMap,True
depthFirst,0.0,7,7,7,10,LimitMap,True
breadthFirst,0.0,29,29,7,10,LimitMap,True
bestFirst,0.0,24,24,14,10,LimitMap,True
greedyBestFirst,0.0008821487426757812,9,9,10,10,LimitMap,True
AStar,0.0,9,9,10,10,LimitMap,True
depthFirst,0.0009984970092773438,161,320,24,10,IdealMap,True
breadthFirst,0.0010678768157958984,188,371,15,10,IdealMap,True
bestFirst,0.0010030269622802734,74,101,14,10,IdealMap,True
greedyBestFirst,0.0,13,26,22,10,IdealMap,True
AStar,0.0,13,18,20,10,IdealMap,True
depthFirst,0.0,16,16,15,10,BaseMap,True
breadthFirst,0.0010831356048583984,48,48,10,10,BaseMap,True
bestFirst,0.0,13,13,14,10,BaseMap,True
greedyBestFirst,0.001033782958984375,10,10,11,10,BaseMap,True
AStar,0.0010704994201660156,10,10,11,10,BaseMap,True
depthFirst,0.0,10,10,11,10,ParabolicMap,True
breadthFirst,0.001165151596069336,58,58,6,10,ParabolicMap,True
bestFirst,0.0010075569152832031,10,10,11,10,ParabolicMap,True
greedyBestFirst,0.0,11,11,10,10,ParabolicMap,True
AStar,0.0,11,11,10,10,ParabolicMap,True
depthFirst,0.0,5,9,12,10,VaryingMap,True
breadthFirst,0.0015215873718261719,41,78,8,10,VaryingMap,True
bestFirst,0.0,22,22,10,10,VaryingMap,True
greedyBestFirst,0.0,7,13,15,10,VaryingMap,True
AStar,0.0,7,9,8,10,VaryingMap,True
depthFirst,0.0,10,10,11,10,LimitMap,True
breadthFirst,0.0,43,43,10,10,LimitMap,True
bestFirst,0.0,14,14,13,10,LimitMap,True
greedyBestFirst,0.0,9,9,10,10,LimitMap,True
AStar,0.0,9,9,10,10,LimitMap,True
depthFirst,0.0,13,29,26,10,IdealMap,True
breadthFirst,0.001998424530029297,205,398,12,10,IdealMap,True
bestFirst,0.0010001659393310547,51,51,11,10,IdealMap,True
greedyBestFirst,0.0,10,18,18,10,IdealMap,True
AStar,0.0,10,11,11,10,IdealMap,True
depthFirst,0.0,13,13,13,10,BaseMap,True
breadthFirst,0.0,40,40,8,10,BaseMap,True
bestFirst,0.0,11,11,12,10,BaseMap,True
greedyBestFirst,0.0009982585906982422,9,9,9,10,BaseMap,True
AStar,0.0,9,9,9,10,BaseMap,True
depthFirst,0.0009984970092773438,15,15,16,10,ParabolicMap,True
breadthFirst,0.0019981861114501953,124,124,9,10,ParabolicMap,True
bestFirst,0.0,15,15,16,10,ParabolicMap,True
greedyBestFirst,0.0,15,15,12,10,ParabolicMap,True
AStar,6.866455078125e-05,15,15,12,10,ParabolicMap,True
depthFirst,0.0,7,13,16,10,VaryingMap,True
breadthFirst,0.0,66,128,12,10,VaryingMap,True
bestFirst,0.001001119613647461,29,29,9,10,VaryingMap,True
greedyBestFirst,0.0,10,22,20,10,VaryingMap,True
AStar,0.0009963512420654297,12,16,15,10,VaryingMap,True
depthFirst,0.0,6,6,7,10,LimitMap,True
breadthFirst,0.0,29,29,7,10,LimitMap,True
bestFirst,0.0,28,28,9,10,LimitMap,True
